File,BGbase,Color_change,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Inst.started,Inst.stopped,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
images/pbg_bu_5.png,images/pbg_bu_0.png,155.0,up,7,5,110,5,,,up,1,1.4033337000000756,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_1.png,images/pbg_bu_0.png,151.0,right,7,6,111,1,,,a,0,2.1216985000064597,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_14.png,images/pbg_bu_0.png,164.0,up,7,7,112,14,,,up,1,1.278062299999874,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_10.png,images/pbg_bu_0.png,160.0,up,7,8,113,10,,,up,1,1.4676556999911554,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_3.png,images/pbg_bu_0.png,153.0,right,7,9,114,3,,,a,0,1.6244643999962136,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_0.png,images/pbg_bu_0.png,150.0,up,7,10,115,0,,,a,0,1.7930533000035211,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_11.png,images/pbg_bu_0.png,161.0,down,7,11,116,11,,,down,1,1.302955799998017,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_7.png,images/pbg_bu_0.png,157.0,left,7,12,117,7,,,left,1,1.4835263999993913,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_9.png,images/pbg_bu_0.png,159.0,down,7,13,118,9,,,down,1,1.414711100020213,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_6.png,images/pbg_bu_0.png,156.0,down,7,14,119,6,,,down,1,1.4534837999963202,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_8.png,images/pbg_bu_0.png,158.0,left,8,0,120,8,,,left,1,1.282386199978646,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_6.png,images/pbg_bu_0.png,156.0,down,8,1,121,6,,,down,1,1.4112597999919672,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_7.png,images/pbg_bu_0.png,157.0,left,8,2,122,7,,,left,1,1.3102033000031952,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_3.png,images/pbg_bu_0.png,153.0,right,8,3,123,3,,,a,0,1.8160614999942482,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_1.png,images/pbg_bu_0.png,151.0,right,8,4,124,1,,,a,0,0.024275500007206574,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_0.png,images/pbg_bu_0.png,150.0,up,8,5,125,0,,,a,0,2.5470832999853883,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_4.png,images/pbg_bu_0.png,154.0,down,8,6,126,4,,,down,1,1.3780516999831889,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_13.png,images/pbg_bu_0.png,163.0,left,8,7,127,13,,,left,1,1.4152238999959081,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_14.png,images/pbg_bu_0.png,164.0,up,8,8,128,14,,,up,1,1.3649705999996513,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_11.png,images/pbg_bu_0.png,161.0,down,8,9,129,11,,,down,1,1.4030597999808379,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_9.png,images/pbg_bu_0.png,159.0,down,8,10,130,9,,,down,1,1.3991095999954268,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_10.png,images/pbg_bu_0.png,160.0,up,8,11,131,10,,,up,1,1.4462376000010408,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_5.png,images/pbg_bu_0.png,155.0,up,8,12,132,5,,,a,0,2.4136089999810793,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_12.png,images/pbg_bu_0.png,162.0,down,8,13,133,12,,,down,1,1.4037834999908227,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_2.png,images/pbg_bu_0.png,152.0,right,8,14,134,2,,,a,0,4.222705500025768,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_1.png,images/pbg_bu_0.png,151.0,right,9,0,135,1,,,a,0,2.528746099997079,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_12.png,images/pbg_bu_0.png,162.0,down,9,1,136,12,,,down,1,1.3963979000109248,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_5.png,images/pbg_bu_0.png,155.0,up,9,2,137,5,,,up,1,1.3868906999996398,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
images/pbg_bu_0.png,images/pbg_bu_0.png,150.0,up,9,3,138,0,,,a,0,1.9755344000004698,raghav_b,001,2020_Dec_09_1423,hue_diff,2020.2.10,60.016912765542045,
